model,augmentation,phase,epoch,loss,accuracy,date
ORCA__Size-640x640_Epoch-67_Images-3344_Batch-1__random.pth,random,valid,67,0.3582648960183616,0.8475311257420466,2021-05-02 04:47:45.022420
ORCA__Size-640x640_Epoch-68_Images-3344_Batch-1__random.pth,random,train,68,0.24950994614889938,0.897167086076508,2021-05-02 06:01:25.587030
ORCA__Size-640x640_Epoch-68_Images-3344_Batch-1__random.pth,random,valid,68,0.3714848571833058,0.8451009785459597,2021-05-02 06:01:25.587071
ORCA__Size-640x640_Epoch-69_Images-3344_Batch-1__random.pth,random,train,69,0.2484139009724476,0.8976393828323586,2021-05-02 07:15:00.292701
ORCA__Size-640x640_Epoch-69_Images-3344_Batch-1__random.pth,random,valid,69,0.37673945096516126,0.8428626932123663,2021-05-02 07:15:00.292729
ORCA__Size-640x640_Epoch-70_Images-3344_Batch-1__random.pth,random,train,70,0.2472428737139874,0.8985016190378295,2021-05-02 08:28:36.597578
ORCA__Size-640x640_Epoch-70_Images-3344_Batch-1__random.pth,random,valid,70,0.3511299428217371,0.8544398970700776,2021-05-02 08:28:36.597606
ORCA__Size-640x640_Epoch-71_Images-3344_Batch-1__random.pth,random,train,71,0.2466879042626345,0.8995899218691593,2021-05-02 09:42:10.048077
ORCA__Size-640x640_Epoch-71_Images-3344_Batch-1__random.pth,random,valid,71,0.3673496807507031,0.8462440846214154,2021-05-02 09:42:10.048122
ORCA__Size-640x640_Epoch-72_Images-3344_Batch-1__random.pth,random,train,72,0.2469996925550357,0.8984224814091019,2021-05-02 10:55:44.153939
ORCA__Size-640x640_Epoch-72_Images-3344_Batch-1__random.pth,random,valid,72,0.36681265746473624,0.8460885784190186,2021-05-02 10:55:44.154008
ORCA__Size-640x640_Epoch-73_Images-3344_Batch-1__random.pth,random,train,73,0.24660372756586998,0.8987211601585862,2021-05-02 12:09:16.987419
ORCA__Size-640x640_Epoch-73_Images-3344_Batch-1__random.pth,random,valid,73,0.35676955228605783,0.8512574729782707,2021-05-02 12:09:16.987462
ORCA__Size-640x640_Epoch-74_Images-3344_Batch-1__random.pth,random,train,74,0.24592197888322467,0.8998966439717117,2021-05-02 13:22:49.377990
ORCA__Size-640x640_Epoch-74_Images-3344_Batch-1__random.pth,random,valid,74,0.3835293346937532,0.8384238753780255,2021-05-02 13:22:49.378017
ORCA__Size-640x640_Epoch-75_Images-3344_Batch-1__random.pth,random,train,75,0.2420365257570509,0.90147597901559,2021-05-02 14:36:30.098107
ORCA__Size-640x640_Epoch-75_Images-3344_Batch-1__random.pth,random,valid,75,0.3529335694794244,0.8560020645487987,2021-05-02 14:36:30.098151
ORCA__Size-640x640_Epoch-76_Images-3344_Batch-1__random.pth,random,train,76,0.23642950157335382,0.9031325593063154,2021-05-02 15:50:09.736231
ORCA__Size-640x640_Epoch-76_Images-3344_Batch-1__random.pth,random,valid,76,0.3454333195466161,0.8578064183607743,2021-05-02 15:50:09.736272
ORCA__Size-640x640_Epoch-77_Images-3344_Batch-1__random.pth,random,train,77,0.24314112092727438,0.8996744701622771,2021-05-02 17:03:54.146408
ORCA__Size-640x640_Epoch-77_Images-3344_Batch-1__random.pth,random,valid,77,0.3478490829402681,0.8539529254872322,2021-05-02 17:03:54.146437
ORCA__Size-640x640_Epoch-78_Images-3344_Batch-1__random.pth,random,train,78,0.23840247273884332,0.9027292644007914,2021-05-02 18:17:40.415215
ORCA__Size-640x640_Epoch-78_Images-3344_Batch-1__random.pth,random,valid,78,0.35472531202905716,0.8549986407463407,2021-05-02 18:17:40.415259
ORCA__Size-640x640_Epoch-79_Images-3344_Batch-1__random.pth,random,train,79,0.23976277635818788,0.9007039061915925,2021-05-02 19:31:17.927247
ORCA__Size-640x640_Epoch-79_Images-3344_Batch-1__random.pth,random,valid,79,0.3532303371057782,0.8545899312555998,2021-05-02 19:31:17.927295
ORCA__Size-640x640_Epoch-80_Images-3344_Batch-1__random.pth,random,train,80,0.2411709572833993,0.8996171431107969,2021-05-02 20:45:01.670845
ORCA__Size-640x640_Epoch-80_Images-3344_Batch-1__random.pth,random,valid,80,0.32697195616014424,0.8634387279952586,2021-05-02 20:45:01.670891
ORCA__Size-640x640_Epoch-81_Images-3344_Batch-1__random.pth,random,train,81,0.2417203465573552,0.9002955554432852,2021-05-02 21:58:39.685772
ORCA__Size-640x640_Epoch-81_Images-3344_Batch-1__random.pth,random,valid,81,0.3258539470894042,0.8651860310726551,2021-05-02 21:58:39.685818
ORCA__Size-640x640_Epoch-82_Images-3344_Batch-1__random.pth,random,train,82,0.23695391561588414,0.9035933382317212,2021-05-02 23:12:19.548920
ORCA__Size-640x640_Epoch-82_Images-3344_Batch-1__random.pth,random,valid,82,0.34597764898140515,0.85876364503995,2021-05-02 23:12:19.548948
ORCA__Size-640x640_Epoch-83_Images-3344_Batch-1__random.pth,random,train,83,0.2362051378126447,0.9038136853669844,2021-05-03 00:26:03.087639
ORCA__Size-640x640_Epoch-83_Images-3344_Batch-1__random.pth,random,valid,83,0.33643643220629554,0.8593547016175697,2021-05-03 00:26:03.087665
ORCA__Size-640x640_Epoch-84_Images-3344_Batch-1__random.pth,random,train,84,0.23324362869370555,0.9049883040286704,2021-05-03 01:39:40.962110
ORCA__Size-640x640_Epoch-84_Images-3344_Batch-1__random.pth,random,valid,84,0.37460808332963863,0.8471285853961315,2021-05-03 01:39:40.962158
ORCA__Size-640x640_Epoch-85_Images-3344_Batch-1__random.pth,random,train,85,0.23479700517517896,0.9038067605050566,2021-05-03 02:53:19.287954
ORCA__Size-640x640_Epoch-85_Images-3344_Batch-1__random.pth,random,valid,85,0.3442925789950943,0.8574018595523454,2021-05-03 02:53:19.287981
ORCA__Size-640x640_Epoch-86_Images-3344_Batch-1__random.pth,random,train,86,0.23385588237213675,0.904855765748823,2021-05-03 04:07:02.989153
ORCA__Size-640x640_Epoch-86_Images-3344_Batch-1__random.pth,random,valid,86,0.34754385047852593,0.8564069412942421,2021-05-03 04:07:02.989215
ORCA__Size-640x640_Epoch-87_Images-3344_Batch-1__random.pth,random,train,87,0.23623471040620955,0.9019295943410787,2021-05-03 05:20:43.221692
ORCA__Size-640x640_Epoch-87_Images-3344_Batch-1__random.pth,random,valid,87,0.3486297750331488,0.85507652948122,2021-05-03 05:20:43.221749
ORCA__Size-640x640_Epoch-88_Images-3344_Batch-1__random.pth,random,train,88,0.23017758741887379,0.906197854366029,2021-05-03 06:34:24.654147
ORCA__Size-640x640_Epoch-88_Images-3344_Batch-1__random.pth,random,valid,88,0.32148425251116425,0.8666622330495821,2021-05-03 06:34:24.654174
ORCA__Size-640x640_Epoch-89_Images-3344_Batch-1__random.pth,random,train,89,0.22622809668308855,0.9085375290282046,2021-05-03 07:48:03.108397
ORCA__Size-640x640_Epoch-89_Images-3344_Batch-1__random.pth,random,valid,89,0.35781073342928643,0.8541036684681153,2021-05-03 07:48:03.108426
ORCA__Size-640x640_Epoch-90_Images-3344_Batch-1__random.pth,random,train,90,0.23349013632655247,0.9038488287674779,2021-05-03 09:01:38.219560
ORCA__Size-640x640_Epoch-90_Images-3344_Batch-1__random.pth,random,valid,90,0.3338164272579045,0.8655320632187135,2021-05-03 09:01:38.219601
ORCA__Size-640x640_Epoch-91_Images-3344_Batch-1__random.pth,random,train,91,0.23558523265885675,0.9037879155355216,2021-05-03 10:15:13.847412
ORCA__Size-640x640_Epoch-91_Images-3344_Batch-1__random.pth,random,valid,91,0.3335003713999843,0.8640346936370598,2021-05-03 10:15:13.847454
ORCA__Size-640x640_Epoch-92_Images-3344_Batch-1__random.pth,random,train,92,0.22514079695428374,0.9081869484933394,2021-05-03 11:28:53.090979
ORCA__Size-640x640_Epoch-92_Images-3344_Batch-1__random.pth,random,valid,92,0.3222234266553644,0.8677205286971694,2021-05-03 11:28:53.091006
ORCA__Size-640x640_Epoch-93_Images-3344_Batch-1__random.pth,random,train,93,0.2299125752160153,0.9071247900273798,2021-05-03 12:42:33.181899
ORCA__Size-640x640_Epoch-93_Images-3344_Batch-1__random.pth,random,valid,93,0.32346523146277456,0.8697302027329743,2021-05-03 12:42:33.181961
ORCA__Size-640x640_Epoch-94_Images-3344_Batch-1__random.pth,random,train,94,0.2254543547368437,0.9090613048498702,2021-05-03 13:56:12.554116
ORCA__Size-640x640_Epoch-94_Images-3344_Batch-1__random.pth,random,valid,94,0.3386124020190342,0.8568581172528374,2021-05-03 13:56:12.554142
ORCA__Size-640x640_Epoch-95_Images-3344_Batch-1__random.pth,random,train,95,0.22969318016985896,0.904817355215266,2021-05-03 15:10:00.939385
ORCA__Size-640x640_Epoch-95_Images-3344_Batch-1__random.pth,random,valid,95,0.32818730941861246,0.862105553922117,2021-05-03 15:10:00.939434
ORCA__Size-640x640_Epoch-96_Images-3344_Batch-1__random.pth,random,train,96,0.2232573561547363,0.9096204430977126,2021-05-03 16:23:33.492341
ORCA__Size-640x640_Epoch-96_Images-3344_Batch-1__random.pth,random,valid,96,0.3426058075592153,0.8590090165770606,2021-05-03 16:23:33.492383
ORCA__Size-640x640_Epoch-97_Images-3344_Batch-1__random.pth,random,train,97,0.22905463236986362,0.9067878839958228,2021-05-03 17:37:15.445434
ORCA__Size-640x640_Epoch-97_Images-3344_Batch-1__random.pth,random,valid,97,0.3336990273178176,0.860818410711619,2021-05-03 17:37:15.445490
ORCA__Size-640x640_Epoch-98_Images-3344_Batch-1__random.pth,random,train,98,0.22415722729477383,0.9090614129025401,2021-05-03 18:51:15.019116
ORCA__Size-640x640_Epoch-98_Images-3344_Batch-1__random.pth,random,valid,98,0.3161516457511248,0.8698585559475799,2021-05-03 18:51:15.019142
ORCA__Size-640x640_Epoch-99_Images-3344_Batch-1__random.pth,random,train,99,0.22707007035254345,0.9068363259055395,2021-05-03 20:05:03.119266
ORCA__Size-640x640_Epoch-99_Images-3344_Batch-1__random.pth,random,valid,99,0.3273512557231829,0.8660171330131796,2021-05-03 20:05:03.119293
ORCA__Size-640x640_Epoch-100_Images-3344_Batch-1__random.pth,random,train,100,0.22651828520510203,0.9090522715007303,2021-05-03 21:18:43.478983
ORCA__Size-640x640_Epoch-100_Images-3344_Batch-1__random.pth,random,valid,100,0.33214205153230264,0.8646836322524653,2021-05-03 21:18:43.479013
ORCA__Size-640x640_Epoch-1_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,1,0.5673341043449439,0.6679608782170483,2021-05-08 17:08:24.649400
ORCA__Size-640x640_Epoch-1_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,1,0.5647566928444797,0.7099194802634038,2021-05-08 17:08:24.649461
ORCA__Size-640x640_Epoch-2_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,2,0.521759517051939,0.7159385630046343,2021-05-08 19:29:14.274509
ORCA__Size-640x640_Epoch-2_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,2,0.5229733998363163,0.7357900909824902,2021-05-08 19:29:14.274536
ORCA__Size-640x640_Epoch-3_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,3,0.4995605207458317,0.7361998737828002,2021-05-08 20:39:13.931736
ORCA__Size-640x640_Epoch-3_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,3,0.5013920451595649,0.7474009144918595,2021-05-08 20:39:13.931764
ORCA__Size-640x640_Epoch-4_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,4,0.4704030637571401,0.7624638914263404,2021-05-08 21:49:15.183099
ORCA__Size-640x640_Epoch-4_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,4,0.4914863449627068,0.7517489335984168,2021-05-08 21:49:15.183141
ORCA__Size-640x640_Epoch-5_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,5,0.43566896044537784,0.7878580215673169,2021-05-08 22:59:19.136652
ORCA__Size-640x640_Epoch-5_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,5,0.5018004476445479,0.7563557446843271,2021-05-08 22:59:19.136714
ORCA__Size-640x640_Epoch-6_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,6,0.41199307722088535,0.8079503525729395,2021-05-09 00:09:21.009239
ORCA__Size-640x640_Epoch-6_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,6,0.5082671840273494,0.7615777551429951,2021-05-09 00:09:21.009268
ORCA__Size-640x640_Epoch-7_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,7,0.3964290237143351,0.8166878600782197,2021-05-09 01:19:20.581141
ORCA__Size-640x640_Epoch-7_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,7,0.5155796721853592,0.7644398795689594,2021-05-09 01:19:20.581212
ORCA__Size-640x640_Epoch-8_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,8,0.38384631305318057,0.8244631848495,2021-05-09 02:29:22.568297
ORCA__Size-640x640_Epoch-8_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,8,0.5324561930191453,0.7668659519209238,2021-05-09 02:29:22.568338
ORCA__Size-640x640_Epoch-9_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,9,0.3703487645333374,0.832921432422106,2021-05-09 03:39:24.260444
ORCA__Size-640x640_Epoch-9_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,9,0.5362375499914304,0.7642466613696599,2021-05-09 03:39:24.260512
ORCA__Size-640x640_Epoch-10_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,10,0.36866297922097147,0.8341571256646707,2021-05-09 04:49:23.942941
ORCA__Size-640x640_Epoch-10_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,10,0.521839408969491,0.7699540187238653,2021-05-09 04:49:23.942997
ORCA__Size-640x640_Epoch-11_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,11,0.359203272194459,0.8391827385277278,2021-05-09 05:59:22.024594
ORCA__Size-640x640_Epoch-11_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,11,0.5325912271705294,0.7659010568343039,2021-05-09 05:59:22.024661
ORCA__Size-640x640_Epoch-12_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,12,0.35243325413574583,0.8426179913242479,2021-05-09 07:09:19.351386
ORCA__Size-640x640_Epoch-12_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,12,0.5637171478606003,0.7572362756216403,2021-05-09 07:09:19.351427
ORCA__Size-640x640_Epoch-13_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,13,0.3425895211801521,0.8492828931306552,2021-05-09 08:19:20.970035
ORCA__Size-640x640_Epoch-13_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,13,0.5449085966967661,0.7639525112940565,2021-05-09 08:19:20.970113
ORCA__Size-640x640_Epoch-14_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,14,0.3404824870836845,0.8496558756121027,2021-05-09 09:29:21.589733
ORCA__Size-640x640_Epoch-14_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,14,0.5392759179088912,0.76982726102804,2021-05-09 09:29:21.589761
ORCA__Size-640x640_Epoch-15_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,15,0.3318645952488897,0.8552912727611509,2021-05-09 10:39:16.075227
ORCA__Size-640x640_Epoch-15_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,15,0.5439333444608102,0.762754122097147,2021-05-09 10:39:16.075267
ORCA__Size-640x640_Epoch-16_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,16,0.3320673961589518,0.8552423154109972,2021-05-09 11:49:13.516640
ORCA__Size-640x640_Epoch-16_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,16,0.5343610813135777,0.7701177592032559,2021-05-09 11:49:13.516702
ORCA__Size-640x640_Epoch-17_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,17,0.32345794475415685,0.8604258684222198,2021-05-09 12:59:09.503132
ORCA__Size-640x640_Epoch-17_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,17,0.520533688089353,0.7807599715548462,2021-05-09 12:59:09.503159
ORCA__Size-640x640_Epoch-18_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,18,0.3176570191865778,0.8626659141431012,2021-05-09 14:09:05.185784
ORCA__Size-640x640_Epoch-18_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,18,0.5817615989230689,0.7534963562668016,2021-05-09 14:09:05.185813
ORCA__Size-640x640_Epoch-19_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,19,0.3139240456008103,0.8657141244696671,2021-05-09 15:19:00.175415
ORCA__Size-640x640_Epoch-19_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,19,0.5602451715208902,0.7646845831466547,2021-05-09 15:19:00.175471
ORCA__Size-640x640_Epoch-20_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,20,0.3063943973682825,0.8693166873329556,2021-05-09 16:28:56.059791
ORCA__Size-640x640_Epoch-20_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,20,0.5289160962791818,0.7787625278851183,2021-05-09 16:28:56.059818
ORCA__Size-640x640_Epoch-21_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,21,0.29842058084843875,0.874181899659372,2021-05-09 17:38:51.191076
ORCA__Size-640x640_Epoch-21_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,21,0.5143539594105815,0.784863345420773,2021-05-09 17:38:51.191138
ORCA__Size-640x640_Epoch-22_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,22,0.2954677418237786,0.8765688495544736,2021-05-09 18:48:46.375675
ORCA__Size-640x640_Epoch-22_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,22,0.5634830059136487,0.7684450254816323,2021-05-09 18:48:46.375701
ORCA__Size-640x640_Epoch-23_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,23,0.29015512185218034,0.8792480651271406,2021-05-09 19:58:42.431946
ORCA__Size-640x640_Epoch-23_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,23,0.5176307799310169,0.785519549917862,2021-05-09 19:58:42.431974
ORCA__Size-640x640_Epoch-24_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,24,0.29031399359623566,0.8777428607849437,2021-05-09 21:08:36.660113
ORCA__Size-640x640_Epoch-24_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,24,0.5359760423467952,0.7776534177354018,2021-05-09 21:08:36.660140
ORCA__Size-640x640_Epoch-25_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,25,0.2826331154036427,0.8825221748899623,2021-05-09 22:18:30.604397
ORCA__Size-640x640_Epoch-25_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,25,0.5218694042514569,0.7856887828321009,2021-05-09 22:18:30.604424
ORCA__Size-640x640_Epoch-26_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,26,0.2828408457652407,0.8824732679157163,2021-05-09 23:28:24.417555
ORCA__Size-640x640_Epoch-26_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,26,0.5016591832833976,0.7933697152451097,2021-05-09 23:28:24.417597
ORCA__Size-640x640_Epoch-27_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,27,0.2758284549618198,0.8855546226683993,2021-05-10 00:38:21.151287
ORCA__Size-640x640_Epoch-27_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,27,0.5262746958300168,0.7841809271626718,2021-05-10 00:38:21.151314
ORCA__Size-640x640_Epoch-28_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,28,0.27925225608602267,0.8842910700893879,2021-05-10 01:48:18.120278
ORCA__Size-640x640_Epoch-28_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,28,0.5460475717038095,0.7792551814982824,2021-05-10 01:48:18.120329
ORCA__Size-640x640_Epoch-29_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,29,0.2705076621306735,0.8888788338255081,2021-05-10 02:58:12.992133
ORCA__Size-640x640_Epoch-29_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,29,0.4567859755070121,0.8123836408863511,2021-05-10 02:58:12.992188
ORCA__Size-640x640_Epoch-30_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,30,0.26513322585726906,0.8904331327739519,2021-05-10 04:08:09.774728
ORCA__Size-640x640_Epoch-30_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,30,0.4851080038292131,0.8016945226161135,2021-05-10 04:08:09.774757
ORCA__Size-640x640_Epoch-31_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,31,0.2584130738582796,0.8941388983475541,2021-05-10 05:18:06.648252
ORCA__Size-640x640_Epoch-31_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,31,0.4765509942406288,0.8077924903860514,2021-05-10 05:18:06.648309
ORCA__Size-640x640_Epoch-32_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,32,0.26052971178112644,0.8932004331743892,2021-05-10 06:28:03.586768
ORCA__Size-640x640_Epoch-32_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,32,0.49859346855618725,0.7945303924451167,2021-05-10 06:28:03.586825
ORCA__Size-640x640_Epoch-33_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,33,0.25640426270846717,0.8945343871778261,2021-05-10 07:37:57.201911
ORCA__Size-640x640_Epoch-33_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,33,0.4622779714428734,0.8089574991132772,2021-05-10 07:37:57.201937
ORCA__Size-640x640_Epoch-34_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,34,0.24521838193180032,0.8994811756188779,2021-05-10 08:47:53.007150
ORCA__Size-640x640_Epoch-34_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,34,0.456314146263901,0.8121830692997684,2021-05-10 08:47:53.007221
ORCA__Size-640x640_Epoch-35_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,35,0.24535558700042667,0.8991173184773572,2021-05-10 09:57:48.847666
ORCA__Size-640x640_Epoch-35_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,35,0.48911582913668106,0.8050138521365366,2021-05-10 09:57:48.847693
ORCA__Size-640x640_Epoch-36_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,36,0.2452432012517433,0.9006545597058166,2021-05-10 11:07:45.675606
ORCA__Size-640x640_Epoch-36_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,36,0.5164849071684455,0.7962000255516357,2021-05-10 11:07:45.675663
ORCA__Size-640x640_Epoch-37_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,37,0.24344936757291105,0.9007988457930735,2021-05-10 12:17:41.845686
ORCA__Size-640x640_Epoch-37_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,37,0.4614492321560513,0.8082008236027105,2021-05-10 12:17:41.845730
ORCA__Size-640x640_Epoch-38_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,38,0.23650463023189564,0.9037435628352584,2021-05-10 13:27:37.672309
ORCA__Size-640x640_Epoch-38_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,38,0.45821666168972514,0.8083728100265091,2021-05-10 13:27:37.672366
ORCA__Size-640x640_Epoch-39_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,39,0.24453863503038772,0.8995072557367212,2021-05-10 14:37:34.519674
ORCA__Size-640x640_Epoch-39_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,39,0.4864424036108091,0.8030065903384488,2021-05-10 14:37:34.519736
ORCA__Size-640x640_Epoch-40_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,40,0.2335173303287718,0.905378044164923,2021-05-10 15:47:29.861045
ORCA__Size-640x640_Epoch-40_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,40,0.4700744028493602,0.806608889635604,2021-05-10 15:47:29.861093
ORCA__Size-640x640_Epoch-41_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,41,0.23216888333903904,0.9063991623289867,2021-05-10 16:57:25.025112
ORCA__Size-640x640_Epoch-41_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,41,0.4659155969827335,0.8081416085629469,2021-05-10 16:57:25.025181
ORCA__Size-640x640_Epoch-42_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,42,0.23440085687651188,0.904297405042147,2021-05-10 18:07:23.248045
ORCA__Size-640x640_Epoch-42_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,42,0.5079295434549522,0.800027771360701,2021-05-10 18:07:23.248074
ORCA__Size-640x640_Epoch-43_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,43,0.23552117107301543,0.9042992258756369,2021-05-10 19:17:18.279286
ORCA__Size-640x640_Epoch-43_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,43,0.463601799572739,0.8128517958482662,2021-05-10 19:17:18.279336
ORCA__Size-640x640_Epoch-44_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,44,0.22459790886051978,0.9095288954739389,2021-05-10 20:27:13.786243
ORCA__Size-640x640_Epoch-44_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,44,0.5003352798209966,0.8015920243895612,2021-05-10 20:27:13.786300
ORCA__Size-640x640_Epoch-45_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,45,0.2288341921101852,0.9069312954405293,2021-05-10 21:37:09.970961
ORCA__Size-640x640_Epoch-45_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,45,0.4989711838054472,0.800761319141092,2021-05-10 21:37:09.971006
ORCA__Size-640x640_Epoch-46_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,46,0.22396340266047782,0.9087827560205783,2021-05-10 22:47:03.040972
ORCA__Size-640x640_Epoch-46_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,46,0.48730733985383967,0.8120638254181604,2021-05-10 22:47:03.041016
ORCA__Size-640x640_Epoch-47_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,47,0.2283325062249857,0.906324324174361,2021-05-10 23:56:56.821207
ORCA__Size-640x640_Epoch-47_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,47,0.512467807878739,0.8026885045642922,2021-05-10 23:56:56.821265
ORCA__Size-640x640_Epoch-48_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,48,0.219036769745877,0.9115747106816784,2021-05-11 01:06:49.861069
ORCA__Size-640x640_Epoch-48_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,48,0.4268072324475605,0.826338608170923,2021-05-11 01:06:49.861148
ORCA__Size-640x640_Epoch-49_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,49,0.21914540527258392,0.9113120470548938,2021-05-11 02:16:44.041953
ORCA__Size-640x640_Epoch-49_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,49,0.5259162399938982,0.8005681738631288,2021-05-11 02:16:44.042010
ORCA__Size-640x640_Epoch-50_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,50,0.21584891767506895,0.9128309164092893,2021-05-11 03:26:38.263347
ORCA__Size-640x640_Epoch-50_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,50,0.5339141214887301,0.7866357742728873,2021-05-11 03:26:38.263414
ORCA__Size-640x640_Epoch-51_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,train,51,0.2215382435853269,0.9106468529222125,2021-05-11 04:36:32.922900
ORCA__Size-640x640_Epoch-51_Images-3344_Batch-1__no_augmentation.pth,no_augmentation,valid,51,0.47721920912226345,0.8169525357956242,2021-05-11 04:36:32.922957
